SRAnumber,organism,tissue,general_celltype,specific_celltype,treatment_code,treatment_code_2,treated_or_like_treated,repnumber,keyword,exptype,mapped_reads,total_reads,percent_mapped,TSS,bidirectionals
SRR930701,mouse,Myeloid,Macrophage,ThioMac,ActinomycinD_2hr+KLA_1hr,ActinomycinD_2hr+KLA_1hr,yes,rep3-a,Kaikkonen2013,GRO-seq,3081260,4000000,0.770315,0.577058,4107
SRR930702,mouse,Myeloid,Macrophage,ThioMac,ActinomycinD_2hr+KLA_1hr,ActinomycinD_2hr+KLA_1hr,yes,rep3-b,Kaikkonen2013,GRO-seq,3076130,4000000,0.7690325,0.581883,4050
SRR930703,mouse,Myeloid,Macrophage,ThioMac,ActinomycinD_2hr+KLA_1hr,ActinomycinD_2hr+KLA_1hr,yes,rep3-c,Kaikkonen2013,GRO-seq,3083682,4000000,0.7709205,0.558543,4176
SRR930704,mouse,Myeloid,Macrophage,ThioMac,ActinomycinD_2hr+KLA_1hr,ActinomycinD_2hr+KLA_1hr,yes,rep3-d,Kaikkonen2013,GRO-seq,1790293,2330141,0.7683196,0.601712,2735
SRR930705,mouse,Myeloid,Macrophage,ThioMac,ActinomycinD_2hr+KLA_1hr,ActinomycinD_2hr+KLA_1hr,yes,rep3-e,Kaikkonen2013,GRO-seq,3083776,4000000,0.770944,0.565603,4129
SRR930706,mouse,Myeloid,Macrophage,ThioMac,ActinomycinD_2hr+KLA_1hr,ActinomycinD_2hr+KLA_1hr,yes,rep3-f,Kaikkonen2013,GRO-seq,3068008,4000000,0.767002,0.558047,4197
SRR930707,mouse,Myeloid,Macrophage,ThioMac,TRP_2hr+KLA_1hr,TRP_2hr+KLA_1hr,yes,rep3-a,Kaikkonen2013,GRO-seq,2913753,4000000,0.72843825,0.154162,6667
SRR930708,mouse,Myeloid,Macrophage,ThioMac,TRP_2hr+KLA_1hr,TRP_2hr+KLA_1hr,yes,rep3-b,Kaikkonen2013,GRO-seq,2917857,4000000,0.72946425,0.143414,6566
SRR930709,mouse,Myeloid,Macrophage,ThioMac,TRP_2hr+KLA_1hr,TRP_2hr+KLA_1hr,yes,rep3-c,Kaikkonen2013,GRO-seq,2912165,4000000,0.72804125,0.153024,6505
SRR930710,mouse,Myeloid,Macrophage,ThioMac,TRP_2hr+KLA_1hr,TRP_2hr+KLA_1hr,yes,rep3-d,Kaikkonen2013,GRO-seq,2908784,4000000,0.727196,0.145758,6660
SRR930711,mouse,Myeloid,Macrophage,ThioMac,TRP_2hr+KLA_1hr,TRP_2hr+KLA_1hr,yes,rep3-e,Kaikkonen2013,GRO-seq,2297163,3146780,0.730004322,0.151683,5190
SRR930712,mouse,Myeloid,Macrophage,ThioMac,a-amanitin_5hr+KLA_1hr,a-amanitin_5hr+KLA_1hr,yes,rep3-a,Kaikkonen2013,GRO-seq,3050207,4000000,0.76255175,0.266875,4654
SRR930713,mouse,Myeloid,Macrophage,ThioMac,a-amanitin_5hr+KLA_1hr,a-amanitin_5hr+KLA_1hr,yes,rep3-b,Kaikkonen2013,GRO-seq,3039727,4000000,0.75993175,0.295802,4803
SRR930714,mouse,Myeloid,Macrophage,ThioMac,a-amanitin_5hr+KLA_1hr,a-amanitin_5hr+KLA_1hr,yes,rep3-c,Kaikkonen2013,GRO-seq,3045992,4000000,0.761498,0.266334,4694
SRR930715,mouse,Myeloid,Macrophage,ThioMac,a-amanitin_5hr+KLA_1hr,a-amanitin_5hr+KLA_1hr,yes,rep3-d,Kaikkonen2013,GRO-seq,3047814,4000000,0.7619535,0.279265,4616
SRR930716,mouse,Myeloid,Macrophage,ThioMac,a-amanitin_5hr+KLA_1hr,a-amanitin_5hr+KLA_1hr,yes,rep3-e,Kaikkonen2013,GRO-seq,759601,999073,0.760305803,0.25661,1179
SRR930717,mouse,Myeloid,T-cell,PU.1-/-myeloid,notx_1hr,notx_1hr,yes,rep1,Kaikkonen2013,GRO-seq,21012304,27590718,0.761571482,0.342594,18777
SRR930718,mouse,Myeloid,T-cell,PU.1-/-myeloid,KLA_1hr,KLA_1hr,yes,rep1,Kaikkonen2013,GRO-seq,19051288,23333601,0.816474405,0.283194,19207
SRR930719,mouse,Myeloid,T-cell,PUER,Tamoxifen_24hr,Tamoxifen_24hr,yes,rep1,Kaikkonen2013,GRO-seq,23233969,27366449,0.848994658,0.32445,17061
SRR930720,mouse,Myeloid,T-cell,PUER,Tamoxifen_24hr+KLA_1hr,Tamoxifen_24hr+KLA_1hr,yes,rep1,Kaikkonen2013,GRO-seq,22130316,26784144,0.826246902,0.283009,18521
SRR935093,mouse,ESC,v6.5,v6.5,none,none,no,rep1-a,Jonkers2014,GRO-seq,28508313,67058883,0.425123589,0.291426,29375
SRR935094,mouse,ESC,v6.5,v6.5,none,none,no,rep1-b,Jonkers2014,GRO-seq,15776929,37830941,0.41703771,0.245803,31214
SRR935095,mouse,ESC,v6.5,v6.5,none,none,no,rep2-a,Jonkers2014,GRO-seq,17654219,39836718,0.443164495,0.247379,32271
SRR935096,mouse,ESC,v6.5,v6.5,none,none,no,rep2-b,Jonkers2014,GRO-seq,10893892,24160602,0.450894891,0.297732,27234
SRR935097,mouse,ESC,v6.5,v6.5,FP_2min,FP_2min,yes,rep1-a,Jonkers2014,GRO-seq,24699903,58976901,0.41880639,0.281682,29043
SRR935098,mouse,ESC,v6.5,v6.5,FP_2min,FP_2min,yes,rep1-b,Jonkers2014,GRO-seq,13607705,33126667,0.410777969,0.254925,29185
SRR935099,mouse,ESC,v6.5,v6.5,FP_2min,FP_2min,yes,rep2-a,Jonkers2014,GRO-seq,13125848,25740121,0.509937308,0.282015,27185
SRR935100,mouse,ESC,v6.5,v6.5,FP_2min,FP_2min,yes,rep2-b,Jonkers2014,GRO-seq,8046896,15525015,0.518318082,0.335106,22811
SRR935101,mouse,ESC,v6.5,v6.5,FP_5min,FP_5min,yes,rep1-a,Jonkers2014,GRO-seq,23674709,52483638,0.451087423,0.298572,31038
SRR935102,mouse,ESC,v6.5,v6.5,FP_5min,FP_5min,yes,rep1-b,Jonkers2014,GRO-seq,13119404,29611324,0.44305361,0.251978,32114
SRR935103,mouse,ESC,v6.5,v6.5,FP_5min,FP_5min,yes,rep2-a,Jonkers2014,GRO-seq,14481184,31539824,0.459139658,0.285546,28290
SRR935104,mouse,ESC,v6.5,v6.5,FP_5min,FP_5min,yes,rep2-b,Jonkers2014,GRO-seq,8986593,19218714,0.467595959,0.348905,23511
SRR935105,mouse,ESC,v6.5,v6.5,FP_12.5min,FP_12.5min,yes,rep1-a,Jonkers2014,GRO-seq,24780773,54130827,0.457794096,0.269714,35111
SRR935106,mouse,ESC,v6.5,v6.5,FP_12.5min,FP_12.5min,yes,rep1-b,Jonkers2014,GRO-seq,13689116,30469622,0.449270949,0.270777,31870
SRR935107,mouse,ESC,v6.5,v6.5,FP_12.5min,FP_12.5min,yes,rep2-a,Jonkers2014,GRO-seq,18112369,34053489,0.531879979,0.258315,33914
SRR935108,mouse,ESC,v6.5,v6.5,FP_12.5min,FP_12.5min,yes,rep2-b,Jonkers2014,GRO-seq,11135411,20621648,0.539986474,0.297247,28698
SRR935109,mouse,ESC,v6.5,v6.5,FP_25min,FP_25min,yes,rep1-a,Jonkers2014,GRO-seq,24214630,60288847,0.401643607,0.258046,33471
SRR935110,mouse,ESC,v6.5,v6.5,FP_25min,FP_25min,yes,rep1-b,Jonkers2014,GRO-seq,13311281,33946390,0.392126556,0.294849,27793
SRR935111,mouse,ESC,v6.5,v6.5,FP_25min,FP_25min,yes,rep2-a,Jonkers2014,GRO-seq,24327405,46227629,0.526252493,0.268297,32312
SRR935112,mouse,ESC,v6.5,v6.5,FP_25min,FP_25min,yes,rep2-b,Jonkers2014,GRO-seq,15044131,28165658,0.534130287,0.29751,27511
SRR935113,mouse,ESC,v6.5,v6.5,FP_50min,FP_50min,yes,rep1-a,Jonkers2014,GRO-seq,28810095,65002618,0.443214379,0.266651,31853
SRR935114,mouse,ESC,v6.5,v6.5,FP_50min,FP_50min,yes,rep1-b,Jonkers2014,GRO-seq,15825487,36611924,0.432249532,0.27127,28213
SRR935115,mouse,ESC,v6.5,v6.5,FP_50min,FP_50min,yes,rep2-a,Jonkers2014,GRO-seq,27090590,51799868,0.522985696,0.271514,30897
SRR935116,mouse,ESC,v6.5,v6.5,FP_50min,FP_50min,yes,rep2-b,Jonkers2014,GRO-seq,16653981,31354832,0.531145598,0.305996,26525
SRR935117,mouse,ESC,v6.5,v6.5,DMSO_50min,DMSO_50min,no,rep1,Jonkers2014,GRO-seq,8463874,39054383,0.216720208,0.331471,21888
SRR935118,mouse,ESC,v6.5,v6.5,DMSO_50min,DMSO_50min,no,rep2,Jonkers2014,GRO-seq,20186906,74359219,0.271478188,0.236472,32743
SRR935119,mouse,ESC,v6.5,v6.5,TRP_12.5min,TRP_12.5min,yes,rep1,Jonkers2014,GRO-seq,6763188,35515502,0.190429182,0.338222,18801
SRR935120,mouse,ESC,v6.5,v6.5,TRP_12.5min,TRP_12.5min,yes,rep2,Jonkers2014,GRO-seq,12253949,45737802,0.267917313,0.251506,26138
SRR935121,mouse,ESC,v6.5,v6.5,TRP_25min,TRP_25min,yes,rep2-a,Jonkers2014,GRO-seq,1711326,34107998,0.050173745,0.470149,2310
SRR935122,mouse,ESC,v6.5,v6.5,TRP_25min,TRP_25min,yes,rep2-b,Jonkers2014,GRO-seq,16573811,76936275,0.215422582,0.226226,20953
SRR935123,mouse,ESC,v6.5,v6.5,TRP_50min,TRP_50min,yes,rep1,Jonkers2014,GRO-seq,8082695,37503054,0.215520981,0.265514,9777
SRR935124,mouse,ESC,v6.5,v6.5,TRP_50min,TRP_50min,yes,rep2,Jonkers2014,GRO-seq,9690058,40672137,0.238248066,0.222392,13521
SRR942404,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_KD,Doxycycline_0min,Doxycycline_0min,yes,rep1-a,Saponaro2014,GRO-seq,39378511,48522829,0.811546066,0.162531,37642
SRR942405,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_KD,Doxycycline_0min,Doxycycline_0min,yes,rep1-b,Saponaro2014,GRO-seq,38042593,48144706,0.790171883,0.162641,36227
SRR942406,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_KD,Doxycycline_0min,Doxycycline_0min,yes,rep1-c,Saponaro2014,GRO-seq,31078194,50536214,0.614968783,0.114245,57158
SRR942407,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_KD,Doxycycline_10min,Doxycycline_10min,yes,rep1-a,Saponaro2014,GRO-seq,32696613,40804794,0.801293422,0.159778,37189
SRR942408,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_KD,Doxycycline_10min,Doxycycline_10min,yes,rep1-b,Saponaro2014,GRO-seq,34135313,43003753,0.793775208,0.162435,35725
SRR942409,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_KD,Doxycycline_10min,Doxycycline_10min,yes,rep1-c,Saponaro2014,GRO-seq,29374441,53680020,0.547213675,0.102481,60216
SRR942410,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_KD,Doxycycline_25min,Doxycycline_25min,yes,rep1-a,Saponaro2014,GRO-seq,31964197,39667745,0.805798187,0.144311,36158
SRR942411,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_KD,Doxycycline_25min,Doxycycline_25min,yes,rep1-b,Saponaro2014,GRO-seq,31528490,39900538,0.790177065,0.14573,34509
SRR942412,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_KD,Doxycycline_25min,Doxycycline_25min,yes,rep1-c,Saponaro2014,GRO-seq,31059036,44362967,0.700111785,0.109757,42658
SRR942413,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_KD,Doxycycline_40min,Doxycycline_40min,yes,rep1-a,Saponaro2014,GRO-seq,31178957,39055407,0.79832626,0.157415,34698
SRR942414,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_KD,Doxycycline_40min,Doxycycline_40min,yes,rep1-b,Saponaro2014,GRO-seq,29139407,36940522,0.788819579,0.150833,35178
SRR942415,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_WT,Doxycycline_0min,Doxycycline_0min,yes,rep1-a,Saponaro2014,GRO-seq,34788497,46312418,0.751169956,0.220443,43476
SRR942416,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_WT,Doxycycline_0min,Doxycycline_0min,yes,rep1-b,Saponaro2014,GRO-seq,29850029,40686083,0.733666817,0.239611,38262
SRR942417,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_WT,Doxycycline_0min,Doxycycline_0min,yes,rep1-c,Saponaro2014,GRO-seq,30208567,49024348,0.616195181,0.163863,58677
SRR942418,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_WT,Doxycycline_10min,Doxycycline_10min,yes,rep1-a,Saponaro2014,GRO-seq,25664047,32818592,0.781997198,0.185397,38636
SRR942419,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_WT,Doxycycline_10min,Doxycycline_10min,yes,rep1-b,Saponaro2014,GRO-seq,30029886,38918596,0.77160764,0.179178,38258
SRR942420,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_WT,Doxycycline_10min,Doxycycline_10min,yes,rep1-c,Saponaro2014,GRO-seq,29297585,43132077,0.679252822,0.132721,55221
SRR942421,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_WT,Doxycycline_25min,Doxycycline_25min,yes,rep1-a,Saponaro2014,GRO-seq,37771490,47845733,0.78944323,0.166449,34503
SRR942422,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_WT,Doxycycline_25min,Doxycycline_25min,yes,rep1-b,Saponaro2014,GRO-seq,32516001,42309471,0.768527713,0.166206,34379
SRR942423,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_WT,Doxycycline_40min,Doxycycline_40min,yes,rep1-a,Saponaro2014,GRO-seq,36429192,45521396,0.800265264,0.137043,25576
SRR942424,human,Embryonic_Kidney,HEK293,HEK293T-rex_15_WT,Doxycycline_40min,Doxycycline_40min,yes,rep1-b,Saponaro2014,GRO-seq,35462050,45272584,0.783300772,0.132445,25671
SRR942425,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_KD,Doxycycline_0min,Doxycycline_0min,yes,rep1-a,Saponaro2014,GRO-seq,10435910,48337497,0.215896781,0.159386,59522
SRR942426,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_KD,Doxycycline_0min,Doxycycline_0min,yes,rep1-b,Saponaro2014,GRO-seq,41351576,60250132,0.686331708,0.179103,45231
SRR942427,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_KD,Doxycycline_0min,Doxycycline_0min,yes,rep1-c,Saponaro2014,GRO-seq,37053045,47312274,0.78315925,0.217187,36388
SRR942428,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_KD,Doxycycline_0min,Doxycycline_0min,yes,rep1-d,Saponaro2014,GRO-seq,29645294,46071539,0.643462203,0.186889,43598
SRR942429,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_KD,Doxycycline_10min,Doxycycline_10min,yes,rep1-a,Saponaro2014,GRO-seq,7887154,47461937,0.166178511,0.169001,51485
SRR942430,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_KD,Doxycycline_10min,Doxycycline_10min,yes,rep1-b,Saponaro2014,GRO-seq,40318813,62022061,0.650072125,0.16348,46648
SRR942431,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_KD,Doxycycline_10min,Doxycycline_10min,yes,rep1-c,Saponaro2014,GRO-seq,38613554,49027525,0.787589298,0.202098,37457
SRR942432,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_KD,Doxycycline_10min,Doxycycline_10min,yes,rep1-d,Saponaro2014,GRO-seq,29214791,42962728,0.680003165,0.182642,42148
SRR942433,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_KD,Doxycycline_25min,Doxycycline_25min,yes,rep1-a,Saponaro2014,GRO-seq,5242483,46299522,0.113229743,0.153877,39642
SRR942434,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_KD,Doxycycline_25min,Doxycycline_25min,yes,rep1-b,Saponaro2014,GRO-seq,38392811,61754487,0.621700752,0.117113,37767
SRR942435,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_KD,Doxycycline_25min,Doxycycline_25min,yes,rep1-c,Saponaro2014,GRO-seq,40907265,53461778,0.765168435,0.140822,32431
SRR942436,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_KD,Doxycycline_40min,Doxycycline_40min,yes,rep1-a,Saponaro2014,GRO-seq,11991664,48793868,0.245761701,0.108275,63385
SRR942437,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_KD,Doxycycline_40min,Doxycycline_40min,yes,rep1-b,Saponaro2014,GRO-seq,36192404,61578108,0.587747905,0.147779,30011
SRR942438,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_KD,Doxycycline_40min,Doxycycline_40min,yes,rep1-c,Saponaro2014,GRO-seq,41325576,54571423,0.75727503,0.180749,26523
SRR942439,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_WT,Doxycycline_0min,Doxycycline_0min,yes,rep1-a,Saponaro2014,GRO-seq,10278522,47202141,0.217755419,0.189276,51343
SRR942440,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_WT,Doxycycline_0min,Doxycycline_0min,yes,rep1-b,Saponaro2014,GRO-seq,35146022,60343767,0.58243003,0.18133,48817
SRR942441,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_WT,Doxycycline_0min,Doxycycline_0min,yes,rep1-c,Saponaro2014,GRO-seq,34191214,49227207,0.694559291,0.203592,43602
SRR942442,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_WT,Doxycycline_0min,Doxycycline_0min,yes,rep1-d,Saponaro2014,GRO-seq,27695692,46317060,0.597958765,0.199833,43206
SRR942443,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_WT,Doxycycline_10min,Doxycycline_10min,yes,rep1-a,Saponaro2014,GRO-seq,18269229,40800952,0.447764773,0.154355,55126
SRR942444,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_WT,Doxycycline_10min,Doxycycline_10min,yes,rep1-b,Saponaro2014,GRO-seq,41062503,55205672,0.743809495,0.187128,41330
SRR942445,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_WT,Doxycycline_10min,Doxycycline_10min,yes,rep1-c,Saponaro2014,GRO-seq,30990130,38895903,0.796745354,0.221086,34118
SRR942446,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_WT,Doxycycline_25min,Doxycycline_25min,yes,rep1-a,Saponaro2014,GRO-seq,17997440,43260981,0.416020155,0.114538,59683
SRR942447,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_WT,Doxycycline_25min,Doxycycline_25min,yes,rep1-b,Saponaro2014,GRO-seq,40156139,53312213,0.753225888,0.153486,33736
SRR942448,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_WT,Doxycycline_25min,Doxycycline_25min,yes,rep1-c,Saponaro2014,GRO-seq,28661643,36444990,0.786435749,0.179808,31250
SRR942449,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_WT,Doxycycline_40min,Doxycycline_40min,yes,rep1-a,Saponaro2014,GRO-seq,18695859,43761334,0.427223242,0.113076,56546
SRR942450,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_WT,Doxycycline_40min,Doxycycline_40min,yes,rep1-b,Saponaro2014,GRO-seq,29342384,36950280,0.79410451,0.187555,28541
SRR942451,human,Embryonic_Kidney,HEK293,HEK293T-rex_18_WT,Doxycycline_40min,Doxycycline_40min,yes,rep1-c,Saponaro2014,GRO-seq,31933804,39562401,0.807175581,0.185684,28317
SRR988329,mouse,Myeloid,Macrophage,ThioMac,notx,notx,yes,rep1-a,Li2013b,GRO-seq,7637698,8798070,0.86811062,0.29901,18500
SRR988330,mouse,Myeloid,Macrophage,ThioMac,notx,notx,yes,rep1-b,Li2013b,GRO-seq,4734850,6864445,0.689764431,0.349086,14097
SRR988331,mouse,Myeloid,Macrophage,ThioMac,notx,notx,yes,rep1-c,Li2013b,GRO-seq,8077869,8726639,0.925656372,0.263036,23084
SRR988332,mouse,Myeloid,Macrophage,ThioMac,notx,notx,yes,rep1-d,Li2013b,GRO-seq,7699775,8677583,0.887317932,0.286341,18691
SRR988333,mouse,Myeloid,Macrophage,ThioMac,notx,notx,yes,rep1-e,Li2013b,GRO-seq,4511517,7151206,0.630874988,0.314689,14698
SRR988334,mouse,Myeloid,Macrophage,ThioMac-NCoRKO,notx,notx,yes,rep1-a,Li2013b,GRO-seq,4042595,4689198,0.862107977,0.347402,13389
SRR988335,mouse,Myeloid,Macrophage,ThioMac-NCoRKO,notx,notx,yes,rep1-b,Li2013b,GRO-seq,4893602,9296290,0.526403759,0.301937,15689
SRR988336,mouse,Myeloid,Macrophage,ThioMac-NCoRKO,notx,notx,yes,rep1-c,Li2013b,GRO-seq,4466211,6084056,0.734084466,0.312477,15496
SRR988337,mouse,Myeloid,Macrophage,ThioMac-NCoRKO,notx,notx,yes,rep1-d,Li2013b,GRO-seq,3418164,5664406,0.603446151,0.26914,15795
SRR988338,mouse,Myeloid,Macrophage,ThioMac,KLA_1hr,KLA_1hr,yes,rep1-a,Li2013b,GRO-seq,8187713,9525591,0.859549082,0.255517,18900
SRR988339,mouse,Myeloid,Macrophage,ThioMac,KLA_1hr,KLA_1hr,yes,rep1-b,Li2013b,GRO-seq,7403906,8695946,0.851420421,0.275546,21332
SRR988340,mouse,Myeloid,Macrophage,ThioMac,KLA_1hr,KLA_1hr,yes,rep1-c,Li2013b,GRO-seq,5364061,8036757,0.667440984,0.308881,14039
SRR988341,mouse,Myeloid,Macrophage,ThioMac-NCoRKO,KLA_1hr,KLA_1hr,yes,rep1-a,Li2013b,GRO-seq,10115453,11735298,0.861968141,0.228028,18066
SRR988342,mouse,Myeloid,Macrophage,ThioMac-NCoRKO,KLA_1hr,KLA_1hr,yes,rep1-b,Li2013b,GRO-seq,2924447,7736644,0.377999427,0.257428,9556
SRR988343,mouse,Myeloid,Macrophage,ThioMac,KLA_12hr,KLA_12hr,yes,rep1-a,Li2013b,GRO-seq,8422479,9518023,0.884897946,0.252674,20482
SRR988344,mouse,Myeloid,Macrophage,ThioMac,KLA_12hr,KLA_12hr,yes,rep1-b,Li2013b,GRO-seq,4099644,6771111,0.605461054,0.323731,14030
SRR988345,mouse,Myeloid,Macrophage,ThioMac-NCoRKO,KLA_12hr,KLA_12hr,yes,rep1-a,Li2013b,GRO-seq,8342948,10978069,0.759964981,0.27886,21106
SRR988346,mouse,Myeloid,Macrophage,ThioMac-NCoRKO,KLA_12hr,KLA_12hr,yes,rep1-b,Li2013b,GRO-seq,2951885,5519792,0.534781927,0.288213,13151
ERR769522_1,human,cervical_cancer,HeLa,HeLa,DRB,DRB,yes,rep1,Laitem2015,GRO-seq,11728413,30443123,0.385256565,0.288213,13151
ERR769523_1,human,cervical_cancer,HeLa,HeLa,KM05382,KM05382,yes,rep1,Laitem2015,GRO-seq,13353227,32774446,0.407428,0.288213,13151
ERR769524_1,human,cervical_cancer,HeLa,HeLa,DRB_control,DRB_control,yes,rep1,Laitem2015,GRO-seq,11036991,46714447,0.236265047,0.288213,13151
ERR769525_1,human,cervical_cancer,HeLa,HeLa,KM_control,KM_control,yes,rep1,Laitem2015,GRO-seq,10033919,50632288,0.19817234,0.288213,13151
